City,Car_Name,Price,KMS,Fuel,Transmission,Location,Emi
Pune,2013 Hyundai i20Magna (O) 1.2,3.14 Lakh,56.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹8,463/m*"
Pune,2017 Hyundai Creta1.6 SX (O),7.95 Lakh,82.5K km,diesel,manual,"Hinjewadi, Pune","EMI ₹13,538/m*"
Pune,2021 Nissan MagniteXV Turbo,6.08 Lakh₹6.24 Lakh,79K km,petrol,manual,"Magarpatta, Pune","EMI ₹10,626/m*"
Pune,2022 Hyundai Grand i10 NiosAsta AMT 1.2 Kappa VTVT,7.33 Lakh₹7.72 Lakh,15.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹13,146/m*"
Pune,2020 Maruti SwiftZXi Plus AMT,7.04 Lakh₹7.21 Lakh,34K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹12,278/m*"
Pune,2012 Maruti Swift DzireVXI,3.47 Lakh,92K km,petrol,manual,"Wagholi, Pune","EMI ₹13,197/m*"
Pune,2020 Tata TiagoXT,4.68 Lakh₹4.80 Lakh,46.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹8,174/m*"
Pune,2021 Ford FreestyleTitanium Plus 1.2 Ti-VCT,6.16 Lakh₹6.25 Lakh,41.5K km,petrol,manual,"Wagholi, Pune","EMI ₹10,643/m*"
Pune,2021 Ford EcoSportTrend 1.5L TDCi,8.22 Lakh₹8.35 Lakh,60K km,diesel,manual,"Hinjewadi, Pune","EMI ₹14,219/m*"
Pune,2022 Kia SonetGTX Plus 1.0 DCT,10.20 Lakh₹10.49 Lakh,77K km,petrol,automatic,"Magarpatta, Pune","EMI ₹18,033/m*"
Pune,2019 Maruti SwiftZXi Plus AMT,6.51 Lakh,63K km,petrol,automatic,"Magarpatta, Pune","EMI ₹11,086/m*"
Pune,2018 Maruti BalenoAlpha 1.2 AT,6.12 Lakh,73.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹10,422/m*"
Pune,2023 Maruti BalenoAlpha MT,8.26 Lakh₹8.78 Lakh,12K km,petrol,manual,"Magarpatta, Pune","EMI ₹14,951/m*"
Pune,2019 Toyota GlanzaV CVT,6.69 Lakh,47.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹11,392/m*"
Pune,2022 Maruti DzireZXi,7.08 Lakh₹7.29 Lakh,23K km,petrol,manual,"Hinjewadi, Pune","EMI ₹12,414/m*"
Pune,2020 Honda WR-Vi-VTEC SV,6.81 Lakh₹6.95 Lakh,20K km,petrol,manual,"Magarpatta, Pune","EMI ₹11,835/m*"
Pune,2016 Mahindra XUV500W10 AT,8.91 Lakh,119K km,diesel,automatic,"Magarpatta, Pune","EMI ₹15,924/m*"
Pune,2022 Renault KigerRXZ Turbo CVT,8.18 Lakh₹8.39 Lakh,22K km,petrol,automatic,"Magarpatta, Pune","EMI ₹14,287/m*"
Pune,2023 Tata AltrozXT 1.2,7.11 Lakh₹7.33 Lakh,16.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹12,482/m*"
Pune,2021 Hyundai VenueSX 1.0 (O) Turbo iMT,8.67 Lakh₹8.86 Lakh,80K km,petrol,manual,"Hinjewadi, Pune","EMI ₹15,088/m*"
Pune,2024 Tata AltrozXZA Plus (O) (S),8.76 Lakh₹9.02 Lakh,10.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹15,360/m*"
Pune,2014 Maruti Wagon RLXI CNG,3.14 Lakh,104K km,cng,manual,"Wagholi, Pune","EMI ₹6,739/m*"
Pune,2017 Hyundai EonMagna +,3.09 Lakh,41K km,petrol,manual,"Hinjewadi, Pune","EMI ₹4,933/m*"
Pune,2019 Maruti Alto 800LXi CNG,3.73 Lakh,24.5K km,cng,manual,"Magarpatta, Pune","EMI ₹6,351/m*"
Pune,2017 Maruti CelerioVXI AMT,4.14 Lakh,80K km,petrol,automatic,"Magarpatta, Pune","EMI ₹7,050/m*"
Pune,2013 Honda Amaze1.2 EX i-VTEC,2.87 Lakh,59.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,736/m*"
Pune,2012 Maruti SwiftZXI,3.60 Lakh,69.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹13,692/m*"
Pune,2022 Tata TiagoRevotron XZ Plus CNG,6.46 Lakh₹6.61 Lakh,37.5K km,petrol+cng,manual,"Magarpatta, Pune","EMI ₹11,256/m*"
Pune,2024 Renault KwidCLIMBER AMT,5.67 Lakh₹5.87 Lakh,6.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹9,996/m*"
Pune,2020 Honda Amaze1.2 VX CVT Petrol,7.24 Lakh₹7.41 Lakh,15K km,petrol,automatic,"Bavdhan, Pune","EMI ₹12,618/m*"
Pune,2022 Mahindra XUV 300W8 (O) Petrol,9 Lakh₹9.19 Lakh,17.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹15,650/m*"
Pune,2023 Honda CityHybrid eHEV ZX,16.56 Lakh₹16.79 Lakh,49.5K km,hybrid,automatic,"Hinjewadi, Pune","EMI ₹28,881/m*"
Pune,2023 Maruti IgnisZeta 1.2 MT,6.08 Lakh₹6.29 Lakh,18K km,petrol,manual,"Hinjewadi, Pune","EMI ₹10,711/m*"
Pune,2018 Maruti SwiftVXi AMT,5.71 Lakh,37.5K km,petrol,automatic,"Wagholi, Pune","EMI ₹9,723/m*"
Pune,2016 Tata TiagoRevotron XZ,3.84 Lakh,66K km,petrol,manual,"Bavdhan, Pune","EMI ₹6,539/m*"
Pune,2015 Mahindra XUV500W10,8.45 Lakh,128K km,diesel,manual,"Magarpatta, Pune","EMI ₹16,081/m*"
Pune,2018 Maruti Wagon RVXI,4.13 Lakh,31K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,381/m*"
Pune,2015 Nissan Micra ActiveXV Safety Pack,2.99 Lakh,63.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹5,442/m*"
Pune,2022 Kia CarensPrestige Plus 1.4 Petrol MT 7 STR,12.32 Lakh₹12.48 Lakh,14K km,petrol,manual,"Magarpatta, Pune","EMI ₹21,457/m*"
Pune,2018 Ford FreestyleTitanium 1.2,5.02 Lakh,39.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹9,137/m*"
Pune,2020 Kia SeltosGTX Plus DCT Dual Tone,13.60 Lakh₹13.76 Lakh,44.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹23,665/m*"
Pune,2023 Hyundai VenueSX (O) 1.0 Turbo DCT,10.92 Lakh₹11.26 Lakh,39K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹19,362/m*"
Pune,2023 Volkswagen VirtusTopline 1.0 TSI MT,12.72 Lakh₹12.89 Lakh,38K km,petrol,manual,"Magarpatta, Pune","EMI ₹22,168/m*"
Pune,2021 Volkswagen Vento1.0L Comfortline Petrol,7.48 Lakh₹7.54 Lakh,71K km,petrol,manual,"Hinjewadi, Pune","EMI ₹12,037/m*"
Pune,2015 Hyundai Grand i10Asta 1.2 Kappa VTVT,4.09 Lakh,56K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,444/m*"
Pune,2019 Tata TiagoRevotron XT,4.23 Lakh,102K km,petrol,manual,"Wagholi, Pune","EMI ₹7,203/m*"
Pune,2016 Hyundai Grand i10Asta 1.2 Kappa VTVT (O),4.08 Lakh,74K km,petrol,manual,"Hinjewadi, Pune","EMI ₹6,948/m*"
Pune,2015 Maruti CelerioVXi AMT,3.36 Lakh,111.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹6,116/m*"
Pune,2011 Hyundai i10Era Petrol,2.02 Lakh,60K km,petrol,manual,"Hinjewadi, Pune","EMI ₹14,433/m*"
Pune,2019 Hyundai VenueSX Plus 1.0 Turbo DCT,8.05 Lakh,82K km,petrol,automatic,"Magarpatta, Pune","EMI ₹13,708/m*"
Pune,2020 Maruti CelerioZXi AMT,4.67 Lakh₹4.79 Lakh,52K km,petrol,automatic,"Magarpatta, Pune","EMI ₹8,157/m*"
Pune,2021 Honda Amaze1.2 V CVT Petrol,7.69 Lakh₹7.81 Lakh,11K km,petrol,automatic,"Magarpatta, Pune","EMI ₹13,299/m*"
Pune,2011 Maruti Wagon R 1.0LXI,2.13 Lakh,64.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹15,380/m*"
Pune,2023 Renault TriberRXZ,7.13 Lakh₹7.36 Lakh,13.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹12,533/m*"
Pune,2023 Renault KigerRXZ MT,7.07 Lakh₹7.27 Lakh,17.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹12,380/m*"
Pune,2022 Maruti Grand VitaraZeta Plus Intelligent Hybrid eCVT,15.28 Lakh₹15.49 Lakh,70.5K km,hybrid,automatic,"Hinjewadi, Pune","EMI ₹26,640/m*"
Pune,2021 Maruti CiazAlpha AT Petrol,9 Lakh₹9.12 Lakh,32.5K km,petrol,automatic,"Bavdhan, Pune","EMI ₹15,530/m*"
Pune,2023 Maruti Wagon R 1.2ZXI Plus Dual Tone,6.01 Lakh₹6.21 Lakh,14.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹10,575/m*"
Pune,2016 Datsun Go PlusT,2.46 Lakh,108K km,petrol,manual,"Hinjewadi, Pune","EMI ₹17,577/m*"
Pune,2020 Maruti CiazAlpha AT Petrol,8.05 Lakh₹8.14 Lakh,61K km,petrol,automatic,"Bavdhan, Pune","EMI ₹13,861/m*"
Pune,2015 Honda CityVX CVT,6.57 Lakh,34.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹11,959/m*"
Pune,2013 Maruti Wagon R 1.0LXI,2.34 Lakh,112.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹6,489/m*"
Pune,2022 Renault KigerRXZ Turbo CVT,7.72 Lakh₹7.90 Lakh,36.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹13,453/m*"
Pune,2021 Hyundai VenueSX Plus 1.0 Turbo DCT,9.69 Lakh₹9.84 Lakh,46.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹16,756/m*"
Pune,2023 Tata PunchPure Rhythm Pack MT,5.71 Lakh₹6.02 Lakh,29.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹10,251/m*"
Pune,2022 Maruti IgnisZeta MT Petrol,5.48 Lakh₹5.65 Lakh,35.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹9,621/m*"
Pune,2020 Tata NexonXZ Plus,6.95 Lakh₹7.08 Lakh,53.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹12,056/m*"
Pune,2014 Renault Duster85 PS RxL Diesel,4.48 Lakh,78.5K km,diesel,manual,"Hinjewadi, Pune","EMI ₹9,614/m*"
Pune,2014 Hyundai XcentSX AT (O) Petrol,4.30 Lakh,81K km,petrol,automatic,"Magarpatta, Pune","EMI ₹8,651/m*"
Pune,2022 Tata AltrozXZ Plus 1.5 diesel mt dual tone,8.24 Lakh₹8.46 Lakh,28K km,diesel,manual,"Magarpatta, Pune","EMI ₹14,406/m*"
Pune,2018 Maruti DzireVXi,5.97 Lakh,10.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹10,166/m*"
Pune,2021 Tata AltrozXZ Plus 1.2 Turbo DT,7.14 Lakh₹7.31 Lakh,40K km,petrol,manual,"Bavdhan, Pune","EMI ₹12,448/m*"
Pune,2017 Maruti CelerioZXI (O) AMT,4.49 Lakh,60K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹7,646/m*"
Pune,2018 Maruti BalenoZeta 1.2,5.84 Lakh,48.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹9,945/m*"
Pune,2015 Honda JazzVX Petrol,4.14 Lakh,116.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,064/m*"
Pune,2022 Hyundai New Santro 1.1Sportz Executive CNG,5.30 Lakh₹5.41 Lakh,70K km,petrol+cng,manual,"Wagholi, Pune","EMI ₹8,637/m*"
Pune,2022 Maruti S-PressoLXi (O) CNG,4.44 Lakh₹4.58 Lakh,38.5K km,cng,manual,"Bavdhan, Pune","EMI ₹7,799/m*"
Pune,2016 Renault KwidRXT,2.84 Lakh,39.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹4,836/m*"
Pune,2021 Renault KwidRXL 1.0 AMT,3.84 Lakh₹3.95 Lakh,23.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹6,726/m*"
Pune,2021 Tata HarrierXZ,13.34 Lakh₹13.46 Lakh,49.5K km,diesel,manual,"Hinjewadi, Pune","EMI ₹23,142/m*"
Pune,2017 Maruti IgnisDelta 1.2 AMT,4.63 Lakh,44.5K km,petrol,automatic,"Wagholi, Pune","EMI ₹7,884/m*"
Pune,2012 Maruti ErtigaZXi,5.39 Lakh,41K km,petrol,manual,"Hinjewadi, Pune","EMI ₹20,500/m*"
Pune,2019 Maruti DzireVXi AMT,5.99 Lakh,75K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹10,200/m*"
Pune,2022 Hyundai Grand i10 NiosMagna 1.2 Kappa VTVT,5.69 Lakh₹5.87 Lakh,22.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹9,996/m*"
Pune,2022 Maruti BalenoAlpha MT,7.65 Lakh₹7.89 Lakh,41K km,petrol,manual,"Magarpatta, Pune","EMI ₹13,436/m*"
Pune,2023 Tata AltrozXZ Plus 1.5,8.42 Lakh₹8.61 Lakh,68.5K km,diesel,manual,"Magarpatta, Pune","EMI ₹14,662/m*"
Pune,2014 Hyundai XcentS (O) Petrol,3.63 Lakh,92K km,petrol,manual,"Magarpatta, Pune","EMI ₹7,303/m*"
Pune,2015 Mahindra XUV500W8,7.43 Lakh,99K km,diesel,manual,"Hinjewadi, Pune","EMI ₹14,140/m*"
Pune,2018 Tata TiagoWizz 1.2 Revotron,4.18 Lakh,84K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,118/m*"
Pune,2021 Renault TriberRXZ,5.99 Lakh₹6.16 Lakh,17K km,petrol,manual,"Wagholi, Pune","EMI ₹10,490/m*"
Pune,2023 Honda CityZX Petrol CVT,13.22 Lakh₹13.42 Lakh,39.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹23,074/m*"
Pune,2015 Maruti Wagon R 1.0VXI,3.14 Lakh,45K km,petrol,manual,"Bavdhan, Pune","EMI ₹5,976/m*"
Pune,2022 Maruti DzireZXI Plus AMT,7.94 Lakh₹8.17 Lakh,11.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹13,913/m*"
Pune,2023 Mahindra XUV700AX 7 Petrol AT Luxury Pack 7 STR,19.78 Lakh₹20.02 Lakh,39K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹34,433/m*"
Pune,2016 Honda JazzV CVT,4.31 Lakh,82K km,petrol,automatic,"Wagholi, Pune","EMI ₹6,880/m*"
Pune,2016 Maruti BalenoAlpha 1.2,5.58 Lakh,35.5K km,petrol,manual,"Wagholi, Pune","EMI ₹9,502/m*"
Pune,2024 Mahindra Scorpio NZ8 L Petrol AT 7 STR,17.74 Lakh₹18.04 Lakh,29.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹31,024/m*"
Pune,2017 Tata TiagoRevotron XT,4.06 Lakh,53.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹6,913/m*"
Pune,2017 Toyota Corolla AltisGL Diesel,11.68 Lakh,69K km,diesel,manual,"Magarpatta, Pune","EMI ₹20,086/m*"
Pune,2022 Hyundai New Santro 1.1Magna Executive CNG,5.18 Lakh₹5.28 Lakh,53K km,petrol+cng,manual,"Magarpatta, Pune","EMI ₹8,429/m*"
Pune,2022 Renault Kwid1.0L RXT(O) AMT,4.56 Lakh₹4.67 Lakh,24K km,petrol,automatic,"Bavdhan, Pune","EMI ₹7,952/m*"
Pune,2022 Tata AltrozXZA+,7.65 Lakh₹7.85 Lakh,25K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹13,368/m*"
Pune,2016 Maruti Wagon R 1.0VXI AMT,3.36 Lakh,40K km,petrol,automatic,"Magarpatta, Pune","EMI ₹6,005/m*"
Pune,2023 Maruti Alto K10VXi,4.25 Lakh₹4.38 Lakh,21.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,458/m*"
Pune,2015 Skoda RapidElegance Black Package Diesel MT,4.48 Lakh,119K km,diesel,manual,"Hinjewadi, Pune","EMI ₹7,645/m*"
Pune,2023 Hyundai CretaSX 1.5 Petrol,13.60 Lakh,30.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹23,381/m*"
Pune,2021 Mahindra XUV500W7,11.58 Lakh₹11.67 Lakh,40K km,diesel,manual,"Magarpatta, Pune","EMI ₹21,071/m*"
Pune,2019 Maruti Alto K10VXI AMT,4.04 Lakh,13K km,petrol,automatic,"Bavdhan, Pune","EMI ₹6,879/m*"
Pune,2017 Maruti Alto 800VXi,2.71 Lakh,49.5K km,petrol,manual,"Wagholi, Pune","EMI ₹4,843/m*"
Pune,2016 Maruti Wagon R 1.0LXI CNG,3.41 Lakh,127K km,petrol+cng,manual,"Magarpatta, Pune","EMI ₹5,807/m*"
Pune,2018 Honda CityVX Petrol,7.57 Lakh,48.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹12,891/m*"
Pune,2021 Mahindra TharLX Convertible Petrol AT 4WD,12.78 Lakh₹12.99 Lakh,9.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹22,342/m*"
Pune,2017 Renault Duster110 PS RXZ 4X2 AMT,5.49 Lakh,104.5K km,diesel,automatic,"Hinjewadi, Pune","EMI ₹9,349/m*"
Pune,2023 Tata TigorRevotron XZ+ CNG,7.11 Lakh₹7.33 Lakh,40K km,petrol+cng,manual,"Magarpatta, Pune","EMI ₹12,482/m*"
Pune,2021 Maruti XL6Alpha MT Petrol,10.20 Lakh₹10.34 Lakh,19K km,petrol,manual,"Magarpatta, Pune","EMI ₹17,782/m*"
Pune,2023 Maruti BrezzaZXI PLUS,11.44 Lakh₹11.62 Lakh,25.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹19,992/m*"
Pune,2015 Hyundai Creta1.6 SX Plus Auto,7.59 Lakh,105K km,diesel,automatic,"Hinjewadi, Pune","EMI ₹13,815/m*"
Pune,2017 Mahindra XUV500W10,9.49 Lakh,89.5K km,diesel,manual,"Hinjewadi, Pune","EMI ₹16,961/m*"
Pune,2021 Mahindra XUV500W5,10.29 Lakh₹10.37 Lakh,53.5K km,diesel,manual,"Magarpatta, Pune","EMI ₹18,712/m*"
Pune,2019 Hyundai Creta1.6 SX AT,11.48 Lakh,55.5K km,diesel,automatic,"Magarpatta, Pune","EMI ₹19,737/m*"
Pune,2017 Ford EcoSportAmbiente 1.5L TDCi,5.74 Lakh,66.5K km,diesel,manual,"Bavdhan, Pune","EMI ₹9,774/m*"
Pune,2017 Maruti Wagon R 1.0LXI CNG,3.92 Lakh,50K km,petrol+cng,manual,"Magarpatta, Pune","EMI ₹6,675/m*"
Pune,2020 Maruti DzireVXi AMT,6.66 Lakh₹6.79 Lakh,42.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹11,562/m*"
Pune,2019 Tata NexonXZ Plus Diesel,7.89 Lakh,52.5K km,diesel,manual,"Magarpatta, Pune","EMI ₹13,436/m*"
Pune,2016 Toyota Innova Crysta2.4 Z 7STR,15.98 Lakh,69K km,diesel,manual,"Magarpatta, Pune","EMI ₹27,485/m*"
Pune,2022 Maruti Alto 800VXi,3.41 Lakh₹3.49 Lakh,32K km,petrol,manual,"Hinjewadi, Pune","EMI ₹6,237/m*"
Pune,2019 Ford FigoTitanium Blu 1.5 TDCi,4.89 Lakh,96K km,diesel,manual,"Hinjewadi, Pune","EMI ₹8,901/m*"
Pune,2016 BMW 3 Series320d Prestige,12.90 Lakh,54K km,diesel,automatic,Pune,"EMI ₹23,713/m*"
Pune,2021 Toyota Urban CruiserMid Grade AT,8.30 Lakh,26.5K km,petrol,automatic,"Magarpatta, Pune","EMI ₹14,134/m*"
Pune,2015 Hyundai Elite i20Asta 1.2,5.02 Lakh,42K km,petrol,manual,"Hinjewadi, Pune","EMI ₹9,137/m*"
Pune,2018 Hyundai Grand i10Asta 1.2 Kappa VTVT,5.27 Lakh,24.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹8,974/m*"
Pune,2012 Hyundai i10Sportz 1.2 Kappa2,2.72 Lakh,22.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹10,345/m*"
Pune,2018 Tata NexonXM,6.15 Lakh,36.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹10,473/m*"
Pune,2021 Renault KwidRXT 1.0 AMT (O),4.01 Lakh₹4.10 Lakh,33K km,petrol,automatic,"Wagholi, Pune","EMI ₹6,982/m*"
Pune,2015 Volkswagen PoloComfortline 1.2L (P),4.16 Lakh,21.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,098/m*"
Pune,2015 Maruti CelerioLXi,3.20 Lakh,32K km,petrol,manual,"Hinjewadi, Pune","EMI ₹5,824/m*"
Pune,2013 Maruti Swift DzireZXI,4.30 Lakh,62.5K km,petrol,manual,Pune,"EMI ₹11,590/m*"
Pune,2013 Hyundai VernaFluidic 1.6 VTVT SX,4.15 Lakh,52.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹11,186/m*"
Pune,2022 Renault KigerRXT AMT,6.48 Lakh,1.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹11,035/m*"
Pune,2021 Kia SeltosGTX Plus 1.4 DCT,13.47 Lakh₹13.63 Lakh,69K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹23,440/m*"
Pune,2012 Maruti Swift DzireZXI,3.36 Lakh,118.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹12,779/m*"
Pune,2017 Hyundai Grand i10Sportz 1.2 Kappa VTVT,3.78 Lakh,91.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹6,437/m*"
Pune,2024 Hyundai ExterSX 1.2 AMT,8.39 Lakh,7K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹14,287/m*"
Pune,2021 Kia SeltosHTX 1.5 Diesel,11.93 Lakh,91K km,diesel,manual,"Hinjewadi, Pune","EMI ₹20,516/m*"
Pune,2022 Tata HarrierXZA Plus Dark Edition,16.81 Lakh,58.5K km,diesel,automatic,"Hinjewadi, Pune","EMI ₹28,911/m*"
Pune,2017 Volkswagen AmeoHighline 1.5L AT (D),6.09 Lakh,42K km,diesel,automatic,Pune,"EMI ₹9,722/m*"
Pune,2021 Maruti BalenoZeta,6.54 Lakh,38K km,petrol,manual,Pune,"EMI ₹11,137/m*"
Pune,2015 Hyundai Elite i20Sportz 1.2 (O),4.75 Lakh,66K km,petrol,manual,Pune,"EMI ₹8,646/m*"
Pune,2024 Hyundai Grand i10 NiosSportz 1.2 Hy-CNG Duo,7.65 Lakh,15.5K km,cng,manual,"Hinjewadi, Pune","EMI ₹13,027/m*"
Pune,2014 Toyota EtiosG,3.66 Lakh,21K km,petrol,manual,"Magarpatta, Pune","EMI ₹7,364/m*"
Pune,2019 Honda BR-VV CVT Petrol,8.20 Lakh,58K km,petrol,automatic,Pune,"EMI ₹13,964/m*"
Pune,2021 Kia SeltosGTX Plus 1.4 DCT Dual Tone,13.54 Lakh₹13.71 Lakh,29K km,petrol,automatic,"Magarpatta, Pune","EMI ₹23,585/m*"
Pune,2022 Toyota Innova CrystaZX 2.7 AT 7 STR,21.86 Lakh₹22.23 Lakh,13K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹38,233/m*"
Pune,2020 Hyundai Grand i10 NiosSportz AMT 1.2 Kappa VTVT,5.39 Lakh,61K km,petrol,automatic,"Wagholi, Pune","EMI ₹9,178/m*"
Pune,2015 Volkswagen PoloComfortline 1.2L (P),3.34 Lakh,87K km,petrol,manual,"Wagholi, Pune","EMI ₹5,699/m*"
Pune,2013 Hyundai EonEra +,2.17 Lakh,53.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹5,483/m*"
Pune,2013 Toyota Etios LivaG,2.83 Lakh,95.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,151/m*"
Pune,2020 Maruti BalenoDelta,5.64 Lakh,40K km,petrol,manual,Pune,"EMI ₹9,604/m*"
Pune,2022 Maruti S-CrossZeta,8.48 Lakh,42.5K km,petrol,manual,Pune,"EMI ₹14,440/m*"
Pune,2014 Honda CityVX CVT,5.44 Lakh,69.5K km,petrol,automatic,Pune,"EMI ₹11,675/m*"
Pune,2020 Kia SeltosHTK Plus 1.5,8.97 Lakh,36.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹15,275/m*"
Pune,2022 Kia CarensLuxury Plus 1.5 Diesel 7 STR,15.24 Lakh,59K km,diesel,manual,Pune,"EMI ₹26,209/m*"
Pune,2021 Hyundai New i20Asta (O) 1.2 MT,7.39 Lakh,14.5K km,petrol,manual,Pune,"EMI ₹12,584/m*"
Pune,2018 Nissan MicraXV CVT,4.59 Lakh,1.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹7,327/m*"
Pune,2021 Maruti XL6Zeta AT Petrol,9.81 Lakh,44.5K km,petrol,automatic,Pune,"EMI ₹16,705/m*"
Pune,2015 Tata ZestXT Petrol,3.15 Lakh,110.5K km,petrol,manual,"Bavdhan, Pune","EMI ₹5,733/m*"
Pune,2020 Maruti Alto 800LXi,3.35 Lakh,37K km,petrol,manual,"Bavdhan, Pune","EMI ₹5,987/m*"
Pune,2016 Maruti Wagon R StingrayVXI AMT,3.88 Lakh,22.5K km,petrol,automatic,Pune,"EMI ₹6,607/m*"
Pune,2016 Maruti BalenoDelta 1.2,4.27 Lakh,45K km,petrol,manual,Pune,"EMI ₹7,271/m*"
Pune,2021 Mahindra XUV 300W6 1.2 Petrol AMT,8.14 Lakh,10.5K km,petrol,automatic,"Hinjewadi, Pune","EMI ₹13,861/m*"
Pune,2020 Ford EcoSportTitanium + 1.5L Ti-VCT AT,8.01 Lakh,32K km,petrol,automatic,"Magarpatta, Pune","EMI ₹13,640/m*"
Pune,2016 Tata ZestXT Diesel,4.05 Lakh,84K km,diesel,manual,Pune,"EMI ₹6,896/m*"
Pune,2013 Maruti Wagon RVXI,2.66 Lakh,45K km,petrol,manual,"Hinjewadi, Pune","EMI ₹7,376/m*"
Pune,2023 Tata PunchAccomplished MT,6.54 Lakh₹6.75 Lakh,33.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹11,494/m*"
Pune,2021 Tata NexonXZA Plus (O) Diesel,10.60 Lakh,28.5K km,diesel,automatic,Pune,"EMI ₹18,238/m*"
Pune,2017 Skoda SuperbStyle TSI MT,12.79 Lakh,34.5K km,petrol,manual,Pune,"EMI ₹23,085/m*"
Pune,2018 Tata TigorRevotron XT,4.51 Lakh,48.5K km,petrol,manual,Pune,"EMI ₹7,680/m*"
Pune,2018 Tata TiagoRevotron XZ,3.92 Lakh,80K km,petrol,manual,"Magarpatta, Pune","EMI ₹6,675/m*"
Pune,2022 Toyota Urban CruiserHigh Grade MT,8.24 Lakh₹8.27 Lakh,36K km,petrol,manual,"Magarpatta, Pune","EMI ₹14,083/m*"
Pune,2022 Hyundai Grand i10 NiosSportz 1.2 Kappa VTVT,6.13 Lakh₹6.32 Lakh,25.5K km,petrol,manual,"Hinjewadi, Pune","EMI ₹10,762/m*"
Pune,2017 Ford EcoSportTitanium 1.5L Ti-VCT,5.37 Lakh,59.5K km,petrol,manual,Pune,"EMI ₹9,144/m*"
Pune,2013 Ford FigoDuratec Petrol EXI 1.2,2.02 Lakh,93.5K km,petrol,manual,Pune,
Pune,2017 Hyundai Grand i10Sportz 1.2 Kappa VTVT,4.67 Lakh,32.5K km,petrol,manual,"Magarpatta, Pune","EMI ₹7,952/m*"
